city,state,country,shape,comments,latitude,longitude,date,time,datetime
ciechanow (poland),,Poland,fireball,Orange fireballs appear in the sky and dissappear,52.881484,20.619795,2013-08-05,22:26,2013-08-05 22:26
staines upon thames (uk/england),,Uk/england,light,2 gliding stars.,51.43148,-0.515525,2013-08-05,23:35,2013-08-05 23:35
uk/england,,United Kingdom,sphere,Saw 6 UFOs in 3 sightings and got 3 pictures of the objects.,52.355518,-1.17432,2003-08-06,00:00,2003-08-06 00:00
hampshire (uk/england),,United Kingdom,unknown,I was outside feeding goat&#39s&#44 when I looked up and saw a quite long thin white object passing slowly overhead.,51.083333,-1.166667,2004-08-06,13:13,2004-08-06 13:13
st. austell (uk/england),,United Kingdom,circle,recently when watching the shuttle flying towards the australin auora which was being filmed live from the shuttle i noticed an object,50.338333,-4.765833,2005-08-06,17:30,2005-08-06 17:30
london (uk/england),,United Kingdom,rectangle,Large glowing rectangular object.,51.514125,-0.093689,2010-08-06,22:00,2010-08-06 22:00
arouca (trinidad/tobago),,Fuck,changing,10 balls of fire floating slowly across the sky. soucouyant or ufo?,40.932149,-8.245099,2012-08-06,01:30,2012-08-06 01:30
polzeth (uk/england),,Uk/england,circle,eight glowing orbs in v triangular formation&#44 high speed.,50.573134,-4.915697,1998-08-07,23:00,1998-08-07 23:00
bonmahon (county waterford (republic of ireland),,Ireland,fireball,we stood on a cliff and watched the skies when a blue fireball crossed the skies at a very high speed.  This was seen again 3 days late,51.891176,-8.458623,1998-08-07,23:30,1998-08-07 23:30
aveiro (portugal),,Portugal,other,A very large bowl-shaped UFO seen near a beach&#44 with a blue light rouding it and making a humming noise...,40.640506,-8.653754,2001-08-07,04:00,2001-08-07 04:00
motala (sweden),,Sweden,light,An object that appeared at first to be a satellite zigzaged across the sky.,58.538034,15.047094,2003-08-07,01:30,2003-08-07 01:30
chingford (london) (uk/england),,United Kingdom,circle,Huge craft caught on CCTV,51.628528,0.003375,2004-08-07,04:30,2004-08-07 04:30
manchester (uk/england),,United Kingdom,oval,Oval  silver shaped object darts left to right and vanishes,53.5,-2.216667,2004-08-07,15:30,2004-08-07 15:30
grangemouth (uk/scotland),,United Kingdom,light,very bright lights in the sky that mooved then went straight up into the clouds,56.016667,-3.733333,2008-08-07,22:00,2008-08-07 22:00
larkhall (uk/scotland),,United Kingdom,fireball,several bright orange spheres appeared then disappeared - minutes apart,55.733333,-3.966667,2010-08-07,22:00,2010-08-07 22:00
basel (switzerland),,Switzerland,circle,Pilot Sighting of Motionless Silver Circle Above Switzerland,47.567442,7.597551,2012-08-07,14:00,2012-08-07 14:00
lincoln (lincolnshire) (uk/england),,United Kingdom,other,Red dots of light in haphazard formation travelling fast across the heavens,53.233333,-0.533333,2013-08-07,00:50,2013-08-07 00:50
walesby&#44 nottinghamshire (uk/england),,Uk/england,sphere,2 large orange spheres- one slightly behind the other- travelling extremely fast above cloud layer.,53.23161,-0.982436,1991-08-08,23:55,1991-08-08 23:55
cuenca (eof&#44 in the high andes mts)  (ecuador),,Ecuador,light,In auto driving thru Cajas Nat. Pk&#44 10&#44000ft/ Suddenly extremely bright light flashed across the road just a few yards high and dissaap,40.070393,-2.137416,1996-08-08,03:30,1996-08-08 03:30
gloucester (uk/england),,United Kingdom,sphere,It shifted&#44 and no known aircarft to do does turns&#44 without braking to peaces.,51.833333,-2.166667,1996-08-08,21:00,1996-08-08 21:00
tadley (uk/england),,United Kingdom,circle,cluster of ufo&#39s over Hampshire&#44 England,51.333333,-1.116667,1997-08-08,18:20,1997-08-08 18:20
crewe/cheshire (uk/england),,Uk/england,other,&quot;H&quot; shape high altitude moving e to w. looke pale blue/white.(imagine a civil craft at altitude) Clear blue sky.&quot;H&quot; shape &quot;crosspiece&quot;,53.100405,-2.443821,1999-08-08,12:00,1999-08-08 12:00
saint jean de monts (france),,France,fireball,a totally weird paranormal experience.,46.790144,-2.081802,2000-08-08,23:25,2000-08-08 23:25
patra (greece),,Greece,light,Big light in the Sky . Greece . Peloponese .,38.24664,21.734574,2001-08-08,21:30,2001-08-08 21:30
nottingham (uk/england),,United Kingdom,other,objects flashing lights in a randomly motion as though moving at the same time&#44 not realising that the big bright light i thought was a,52.966667,-1.166667,2002-08-08,12:30,2002-08-08 12:30
london (epping) (uk/england),,United Kingdom,changing,i was with 3 other friends driving down a country lane in london epping&#44 the first site was as we were just driving down a rd leading o,51.514125,-0.093689,2005-08-08,10:45,2005-08-08 10:45
crookhaven (republic of ireland),,Ireland,cone,Objects captured in a digital image off Marconi&#39s point in Ireland.,51.466958,-9.728202,2007-08-08,15:17,2007-08-08 15:17
jadranovo (croatia),,Croatia,cigar,Cuban cigar shape- bright light,45.228155,14.615862,2007-08-08,22:00,2007-08-08 22:00
swinton (uk/england),,United Kingdom,diamond,ufos over manchester,55.716667,-2.266667,2007-08-08,23:10,2007-08-08 23:10
doncaster (uk/england),,United Kingdom,light,Myself&#44 my husbad&#44 son and his girlfriend were sitting outside when my son noticed an yellowy/orange coloured light in the sky.  We all,53.533333,-1.116667,2009-08-08,21:52,2009-08-08 21:52
doncaster (uk/england),,United Kingdom,light,yelow/orange light  quite large&#44 no noise and got smaller until it vanished,53.533333,-1.116667,2009-08-08,21:52,2009-08-08 21:52
hayle&#44 cornwall (uk/england),,Uk/england,light,Red lights rising up from the sea in different directions,50.185467,-5.42091,2009-08-08,22:00,2009-08-08 22:00
cork (ireland),,Ireland,changing,White irregular light appears in Irish skies.,51.896892,-8.486316,2009-08-08,23:10,2009-08-08 23:10
nottingham (uk/england),,United Kingdom,fireball,ball of flame moving out of our atmosphere then disappear twice for ten mins started as shooting star like movement,52.966667,-1.166667,2009-08-08,23:10,2009-08-08 23:10
kingston upon hull (uk/england),,United Kingdom,light,Star like object&#44 changed dir. randomly and dissapeared after a burst of speed.  ((NUFORC Note:  Correct date and time amended.  PD)),53.716667,-0.333333,2011-08-08,00:22,2011-08-08 00:22
cakovec (croatia),,Croatia,light,White lights.  ((NUFORC Note:  Satellite or ISS??  PD)),46.389738,16.437965,2013-08-08,20:45,2013-08-08 20:45
bournemouth (uk/england),,United Kingdom,sphere,i was watching hallies comet one night when two orange coloured balls passed in front of me; they made  no noise and moved in unison; i,50.716667,-1.883333,1995-08-09,20:30,1995-08-09 20:30
croatia (rural),,Croatia,oval,oval with a blue light and no sound. First very slow and then disappeard suddenly.,45.1,15.2,1998-08-09,23:30,1998-08-09 23:30
anderslov (sweden),,Sweden,formation,5 lights flying in formation at extreme speed.,55.437999,13.318013,2002-08-09,00:30,2002-08-09 00:30
liverpool (uk/england),,United Kingdom,sphere,its as if thier just watching us.,53.416667,-3.0,2002-08-09,00:36,2002-08-09 00:36
doncaster (uk/england),,United Kingdom,chevron,Boomerang shaped&#44 orange craft. Made no sound&#44 but travelled at excessive speed,53.533333,-1.116667,2003-08-09,23:50,2003-08-09 23:50
alton (hampshire) (uk/england),,United Kingdom,light,Strange Bright white light hovering over nearby wood.,52.966667,-1.883333,2008-08-09,02:00,2008-08-09 02:00
buchholz (germany),,Germany,light,Bright Orange Lights moving quite fast at about 500 meters above the ground,52.6,13.433333,2008-08-09,22:50,2008-08-09 22:50
akureyri (iceland),,Iceland,fireball,UFO crash,65.683333,-18.1,2009-08-09,00:00,2009-08-09 00:00
watton (uk/england),,United Kingdom,sphere,Small Silver Ball,52.566667,0.833333,2009-08-09,09:20,2009-08-09 09:20
llanelli (uk/wales),,United Kingdom,other,half circle formed in 12 orange lights gliding,51.676111,-4.156667,2009-08-09,22:30,2009-08-09 22:30
cologne (germany),,Germany,cylinder,Sighted a formation of 6&#44 2 side by side followed by another 2&#44then 2 more flying single file from North to South over the center of th,50.933333,6.95,2010-08-09,00:30,2010-08-09 00:30
lierskogen (norway),,Norway,unknown,It looked as a pointed horseshoe. It was full daylight&#44 and it had a lighter shade than the rest of the sky. There was no clouds at all,59.819814,10.330936,1997-09-10,16:00,1997-09-10 16:00
hemsby &#44 norfolk (uk/england),,Uk/england,light,2 lights just appeared and moved rapidly across the sky paralel to each other then seemed to close in on eachother then drift away. the,52.695889,1.684487,1999-09-10,00:30,1999-09-10 00:30
weiden (ne bavaria) (germany),,Germany,light,2 bright light &quot;events&quot; happening about 10 min. apart.,51.066667,11.366667,1999-09-10,21:10,1999-09-10 21:10
bradford/baildon moor (uk/england),,Uk/england,cigar,UFO OVER MOORS?,53.865778,-1.770318,2000-09-10,19:00,2000-09-10 19:00
luxembourg,,Luxembourg,oval,light,49.815273,6.129583,2002-09-10,04:00,2002-09-10 04:00
peterborough (uk/england),,United Kingdom,egg,Egg shaped craft rising behind cloud in broad daylight,52.583333,-0.25,2002-09-10,11:15,2002-09-10 11:15
bonnybridge (uk/scotland),,United Kingdom,other,10/09/03- 20:23gmt bonnybridge Scotland- dome shape light which disapeared quickly,56.0,-3.883333,2003-09-10,20:23,2003-09-10 20:23
llandeilo (uk/wales),,United Kingdom,unknown,Bright lights followed by dimmer lights. After lights came a glow. No noise hovered. Lasted about 2 mins.,51.882778,-3.996389,2004-09-10,00:35,2004-09-10 00:35
upshire essex (uk/england),,Uk/england,circle,three orange balls in formation over Upshire in essex,51.691782,0.049593,2005-09-10,24:00,2005-09-10 24:00
bristol (uk/england),,United Kingdom,oval,we were led on our backs looking out for&quot;shooting stars&quot; it appearded out of no where and had a orange brown colour to it it moved very,51.45,-2.583333,2006-09-10,21:00,2006-09-10 21:00
manchester (uk/england),,United Kingdom,formation,Line of reds dots over Davyhulme Manchester&#44 England,53.5,-2.216667,2007-09-10,22:30,2007-09-10 22:30
chiavari (italy),,Italy,cross,A star similar object but cross shaped moving in jolts hovering over an area for prolonged time.  ((NUFORC Note:  Twinkling star?  PD)),44.316842,9.319982,2010-09-10,01:40,2010-09-10 01:40
sweden (lat.: 67.42381 long.: 23.35779),,Fuck,cigar,Cigar-shaped object shape&#44 the length of 150-200 meters,60.128161,18.643501,2012-09-10,02:55,2012-09-10 02:55
lombise (belgium),,Belgium,triangle,object apeared to try to hover but seemed to have some mechanical problem.,50.599664,3.939261,1998-09-11,22:00,1998-09-11 22:00
kilmarnock&#44 aryshire (uk/scotland),,United Kingdom,light,It seemed to be observing my house. It started growing again then emitted a flash. I opened my eyes. The light was gone.,55.614719,-4.498792,1999-09-11,23:05,1999-09-11 23:05
kilmarnock&#44ayrshire (uk/scotland),,United Kingdom,light,It was a bright light that stood out in the sky as there were no other stars and it was too big to be a star.,55.614719,-4.498792,1999-09-11,23:05,1999-09-11 23:05
donegal town (republic of ireland),,Ireland,light,A bright colorfull star that seemed to move around,54.654197,-8.110546,2000-09-11,00:00,2000-09-11 00:00
manchester (uk/england,,Uk/england,light,5 yellow lights travelling in a line about a mile apart that made no noise and nothing but the light was visible&#44 Manchester UK,53.479324,-2.248485,2008-09-11,21:15,2008-09-11 21:15
manchester (uk/england),,United Kingdom,oval,Red oval lights floating upwards behind aircraft in Dukinfield Manchester England 11.09.09 at 21.45,53.5,-2.216667,2009-09-11,21:45,2009-09-11 21:45
preston (uk/england),,United Kingdom,unknown,I was out with my telescope tonight...looking in the region of the constellation of Cassiopea...if you look at the star shedir 18alp in,50.783333,-0.466667,2009-09-11,21:45,2009-09-11 21:45
kiev (ukraine),,Ukraine,fireball,red light over Kiev (Ukraine),50.4501,30.5234,2009-09-11,21:55,2009-09-11 21:55
south yorkshire (uk/england),,United Kingdom,disk,3 lights synchrnized darting and changing direction moving as quick as a meteor,53.45,-1.25,2010-09-11,22:30,2010-09-11 22:30
dartford tunnel (near; kent) (uk/england),,Uk/england,triangle,Dark grey silent hovering triangle with lights on each corner - over England.,51.464869,0.257776,1998-09-01,19:30,1998-09-01 19:30
middlesbrough (uk/england),,United Kingdom,teardrop,bright teardrop descending,54.572778,-1.162778,1999-09-01,21:40,1999-09-01 21:40
zante (greece),,Greece,light,single white light&#44 looked like motorbike lights&#44 but flew away over mountains and disappeared&#44in Argassi&#44Zante.Airport is closed from,37.791139,20.783767,2000-09-01,04:00,2000-09-01 04:00
london (uk/england),,United Kingdom,disk,The object was disc shaped&#44 very bright&#44 appeared to have portholes&#44 had a flashing light on top. it seemed to hang suspended in the sk,51.514125,-0.093689,2000-09-01,17:00,2000-09-01 17:00
blackburn (uk/england),,United Kingdom,egg,Egg shaped object. Managed to film it for about 30 mins&#33,55.866667,-3.633333,2001-09-01,02:30,2001-09-01 02:30
leeds (uk/england),,United Kingdom,diamond,Diamond craft -  lights on bottom and top,53.8,-1.583333,2002-09-01,23:00,2002-09-01 23:00
norwich (uk/england),,United Kingdom,oval,white object with green and red lights all the way round blinking in sequence. Oval like shape&#44 with a low hummmmm sound,52.633333,1.3,2002-09-01,23:34,2002-09-01 23:34
constanta (romania),,Romaina,triangle,it moved fast and changed direction very quickly  without a sound,44.173333,28.638333,2004-09-01,23:30,2004-09-01 23:30
lancaster (cantsfield) (uk/england),,United Kingdom,light,an object with no clear shape&#44 travelling fast&#44 low&#44 silent&#44 with a very bright light/glow that appeared out of nowhere,54.066667,-2.833333,2006-09-01,20:25,2006-09-01 20:25
timisoara (romania),,Romania,flash,2 of them left were placed in line and other 3 placed on the right side in the triangle All five have become brighter&#44 moving all at on,45.759722,21.23,2013-09-01,00:12,2013-09-01 00:12
nice (france),,France,other,dim moving object south to north took a left turn with no curve or change of speed) and began to move east and vanished,43.710173,7.261953,1991-09-12,23:00,1991-09-12 23:00
huizen (netherlands),,Netherlands,triangle,Triangle shaped object with 3 red lights at each side.,52.299465,5.243393,2002-09-12,22:33,2002-09-12 22:33
south wirral (uk/england),,Uk/england,light,Presumed Satalite that disappears into white orb,53.264958,-2.934265,2004-09-12,04:00,2004-09-12 04:00
andover (uk/england),,United Kingdom,triangle,formation of   slow moving pairs of rapid flashing lights possibly triangles,51.2,-1.483333,2004-09-12,05:00,2004-09-12 05:00
zagreb (croatia),,Croatia,unknown,Photo of UFO,45.815011,15.981919,2004-09-12,19:12,2004-09-12 19:12
algeciras (spain),,Spain,light,A very big light... i was sleeping..  after the light&#44 i was dizzy. when i wake up&#44 i had blood in my foot.,36.140759,-5.456233,2005-09-12,01:00,2005-09-12 01:00
reykjavik (iceland),,Iceland,disk,Grey&#44 disk-shaped object over Reykjavik&#44 Iceland,64.133333,-21.933333,2007-09-12,15:30,2007-09-12 15:30
malaga (spain),,Spain,teardrop,The UFO was smaller than a helicopter to put in perspective and had a white hue around the object.,36.721261,-4.421266,2008-09-12,07:43,2008-09-12 07:43
uk/england,,United Kingdom,changing,80-100 rectangle shaped lights spinning together clockwise&#44 a huge see-through mixing bowl shape ufo.,52.355518,-1.17432,2008-09-12,20:45,2008-09-12 20:45
grafenhausen (germany),,Germany,diamond,diamond shaped object seen over black forest&#44 Germany&#44 on September 12&#44 7PM in view about one minute,49.233333,7.966667,2009-09-12,19:00,2009-09-12 19:00
